generation,leftchild,rightchild,abstime,lambdainit,lambdashift,muinit,mushift
63000,Meiracyllium_trinasutum,NA,5.63747,0.591719,0.13495,1.1749,0
63000,Epidendrum_centropetalum,Epidendrum_magnoliae,1.94147,3.28602,-0.169172,0.713301,0
64000,Cattleya_hoehnei,Epidendrum_centropetalum,0,1.12473,-0.228014,0.0341723,0
64000,Cattleya_hoehnei,Cattleya_ghillanyi,3.59377,1.46458,0.111018,0.308427,0
64000,Epidendrum_centropetalum,Epidendrum_magnoliae,2.02315,2.72784,-0.147689,0.584912,0
65000,Cattleya_hoehnei,Epidendrum_centropetalum,0,1.09931,-0.122883,0.131483,0
65000,Cattleya_hoehnei,Cattleya_ghillanyi,4.23176,2.72073,-0.204711,0.172934,0
65000,Epidendrum_centropetalum,Epidendrum_magnoliae,1.59486,2.33038,-0.116717,0.196908,0
66000,Cattleya_hoehnei,Epidendrum_centropetalum,0,0.979885,-0.173886,0.0371836,0
66000,Cattleya_hoehnei,Cattleya_ghillanyi,3.56425,1.87509,-0.08093,0.625331,0
66000,Epidendrum_centropetalum,Epidendrum_magnoliae,1.76143,3.55408,-0.293039,0.103575,0
67000,Cattleya_hoehnei,Epidendrum_centropetalum,0,1.61843,-0.195459,0.344374,0
67000,Cattleya_hoehnei,Cattleya_ghillanyi,4.39036,2.11015,-0.0479851,1.04855,0
67000,Epidendrum_centropetalum,Epidendrum_magnoliae,1.93563,2.32335,-0.0635739,0.614305,0
68000,Cattleya_hoehnei,Epidendrum_centropetalum,0,1.70821,-0.324434,0.0543913,0
68000,Cattleya_hoehnei,Cattleya_ghillanyi,4.05864,1.75069,-0.10289,0.471041,0
68000,Cattleya_alaorii,NA,6.56934,3.55637,-0.00055874,0.0706616,0
68000,Epidendrum_centropetalum,Epidendrum_magnoliae,1.98117,2.37701,-0.171806,0.23503,0
69000,Cattleya_hoehnei,Epidendrum_centropetalum,0,1.21128,-0.208806,0.00289864,0
69000,Cattleya_hoehnei,Cattleya_ghillanyi,3.69862,1.70596,-0.111152,0.316186,0
69000,Epidendrum_centropetalum,Epidendrum_magnoliae,1.69068,2.68826,-0.182806,0.308035,0
70000,Cattleya_hoehnei,Epidendrum_centropetalum,0,1.00915,-0.112338,0.0436247,0
70000,Cattleya_hoehnei,Cattleya_ghillanyi,3.80235,2.93915,-0.196276,1.03805,0
70000,Epidendrum_centropetalum,Epidendrum_magnoliae,1.56091,2.497,-0.143949,0.194873,0
71000,Cattleya_hoehnei,Epidendrum_centropetalum,0,2.1429,-0.301402,0.0163648,0
71000,Cattleya_hoehnei,Cattleya_ghillanyi,3.66352,1.35894,-0.0403277,0.0724015,0
71000,Epidendrum_centropetalum,Epidendrum_magnoliae,1.7931,2.11162,-0.0601292,0.575404,0
72000,Cattleya_hoehnei,Epidendrum_centropetalum,0,0.767477,-0.100075,0.00761329,0
72000,Cattleya_hoehnei,Cattleya_ghillanyi,4.42454,3.73679,-0.429344,0.353767,0
72000,Epidendrum_centropetalum,Epidendrum_magnoliae,1.76661,1.33072,0.0188718,0.222457,0
73000,Cattleya_hoehnei,Epidendrum_centropetalum,0,1.19253,-0.174444,0.00916476,0
73000,Cattleya_hoehnei,Cattleya_ghillanyi,3.95669,2.65253,-0.0871598,1.07114,0
73000,Epidendrum_centropetalum,Epidendrum_magnoliae,1.64542,2.00676,-0.0302569,0.715276,0
74000,Cattleya_hoehnei,Epidendrum_centropetalum,0,1.30699,-0.209975,0.00288615,0
74000,Cattleya_hoehnei,Cattleya_ghillanyi,4.16291,1.46175,-0.0665632,0.157726,0
74000,Epidendrum_centropetalum,Epidendrum_magnoliae,1.52704,1.23002,0.168537,0.26524,0
74000,Epidendrum_magnoliae,NA,5.52201,1.44604,0.17352,0.661791,0
75000,Cattleya_hoehnei,Epidendrum_centropetalum,0,1.43701,-0.183673,0.0441886,0
75000,Cattleya_hoehnei,Cattleya_ghillanyi,3.80958,1.23819,0.0627352,0.12342,0
75000,Epidendrum_centropetalum,Caularthron_bilamellatum,1.00691,2.58326,-0.138204,0.376911,0
76000,Cattleya_hoehnei,Epidendrum_centropetalum,0,1.36857,-0.229485,0.0398006,0
76000,Cattleya_hoehnei,Cattleya_ghillanyi,3.27858,4.7489,-0.301173,1.27634,0
76000,Epidendrum_centropetalum,Epidendrum_armeniacum,2.09117,2.09776,-0.0630341,0.517439,0
77000,Cattleya_hoehnei,Epidendrum_centropetalum,0,1.91902,-0.295493,0.00104996,0
77000,Cattleya_hoehnei,Cattleya_ghillanyi,4.25219,2.01777,-0.204593,0.560321,0
77000,Epidendrum_centropetalum,Epidendrum_magnoliae,1.57315,2.23465,-0.1344,0.17004,0
