generation,N_shifts,logPrior,logLik,eventRate,acceptRate
213500,5,15.7955,-461.279,1.79856,0.42
213600,4,11.8968,-461.342,1.45594,0.426667
213700,5,16.0885,-462.221,1.98944,0.434286
213800,5,15.1166,-464.945,0.940622,0.44875
213900,4,11.3891,-459.864,2.0061,0.446667
214000,4,11.9852,-461.131,1.54343,0.452
214100,4,11.4491,-461.993,2.32527,0.44
214200,4,8.74826,-463.244,3.54534,0.46
214300,4,11.8291,-461.968,1.2983,0.456667
214400,3,9.88884,-459.008,2.26607,0.4725
214500,3,10.8868,-456.992,2.40249,0.47
214600,3,8.56941,-453.479,5.51503,0.465
214700,3,11.6086,-451.213,1.10508,0.454286
214800,3,12.0201,-451.555,1.21999,0.44
214900,3,11.1224,-452.637,2.65852,0.444444
215000,3,11.9994,-459.714,1.36176,0.440333
215100,3,12.3137,-459.174,2.19456,0.38
215200,3,11.4514,-462.612,2.41088,0.44
215300,3,11.6242,-459.058,2.41547,0.44
215400,3,14.6368,-461.532,0.751196,0.4425
215500,3,13.2336,-460.172,1.74431,0.45
215600,3,11.9981,-460.8,2.88457,0.445
215700,3,13.4413,-465.91,1.21842,0.451429
215800,3,13.6761,-468.74,1.23653,0.455
215900,3,11.67,-470.962,0.718558,0.471111
216000,2,7.90434,-468.948,1.26461,0.469
216100,2,7.09658,-466.336,1.70344,0.48
216200,2,9.64453,-466.501,0.435492,0.43
216300,3,8.86801,-468.148,3.10448,0.463333
216400,3,7.83531,-467.628,2.3983,0.485
216500,3,8.93496,-465.984,1.3811,0.474
216600,3,11.495,-463.829,0.389033,0.48
216700,2,9.40461,-465.373,0.989272,0.49
216800,2,7.61554,-466.027,3.02958,0.4875
216900,2,8.41867,-464.422,2.65098,0.473333
217000,2,8.9855,-462.933,2.18516,0.472
217100,2,9.88082,-462.795,0.60034,0.5
217200,2,6.97587,-460.951,3.06797,0.44
217300,2,7.74489,-460.775,1.37212,0.45
217400,3,10.9065,-459.8,2.31582,0.45
217500,3,9.92544,-460.303,3.00332,0.422
217600,3,11.0862,-459.634,2.31569,0.428333
217700,4,15.3878,-460.6,2.21485,0.422857
217800,4,12.9874,-458.307,2.69298,0.4225
217900,4,15.3157,-461.856,0.548364,0.426667
218000,4,11.6329,-459.231,2.86249,0.434
218100,4,13.7886,-461.607,1.88643,0.51
218200,3,11.8598,-460.135,0.554241,0.475
218300,3,10.8308,-459.916,1.64626,0.463333
218400,2,8.16193,-459.694,1.07325,0.475
218500,2,8.55537,-460.134,1.03831,0.436
218600,2,7.81568,-458.841,1.80645,0.426667
218700,2,8.40416,-459.913,2.17364,0.42
218800,2,8.89066,-460.644,1.83594,0.42375
218900,2,9.62626,-463.866,0.565936,0.43
219000,3,12.9287,-454.971,1.40993,0.4656
219100,3,11.3872,-454.392,0.973714,0.4
219200,4,14.384,-453.65,2.34139,0.415
219300,4,11.5074,-454.41,5.30844,0.426667
219400,4,14.8515,-453.307,1.28574,0.44
219500,4,11.2216,-455.588,3.35268,0.426
219600,4,12.0469,-452.321,1.28094,0.423333
219700,4,9.58431,-455.258,2.76934,0.435714
219800,4,11.1614,-453.55,1.99309,0.4375
219900,5,15.5765,-455.547,1.81956,0.447778
220000,4,8.92636,-453.431,1.82199,0.441
220100,4,9.25481,-455.369,1.1744,0.4
220200,4,9.7052,-455.336,1.02963,0.43
220300,4,11.3439,-454.748,2.28267,0.443333
220400,5,10.9419,-461.317,3.50841,0.41
220500,5,10.86,-456.988,4.71697,0.408
220600,5,10.3042,-459.655,4.38945,0.393333
220700,6,17.6961,-461.341,1.50295,0.407143
220800,6,15.2,-462.881,2.94711,0.41625
220900,6,14.7375,-455.234,2.44994,0.418889
221000,2,10.1531,-463.336,1.02521,0.408667
221100,2,9.27476,-462.257,1.78818,0.31
221200,2,9.35607,-465.395,1.08203,0.305
221300,3,11.5786,-466.576,2.41576,0.336667
221400,3,10.0526,-469.025,2.64081,0.3725
221500,4,11.5922,-470.347,3.13924,0.41
221600,3,11.3957,-470.524,0.85787,0.42
221700,2,9.23445,-468.314,0.871799,0.421429
221800,2,7.84259,-467.203,1.93502,0.4225
221900,2,8.39535,-468.159,1.47518,0.413333
222000,6,15.5332,-455.328,2.6764,0.454
222100,6,10.1979,-455.12,8.27408,0.52
222200,6,16.2043,-454.021,2.42186,0.485
222300,5,14.8367,-454.436,3.55871,0.463333
222400,4,8.37207,-454.663,5.82243,0.4725
222500,6,16.4209,-456.328,4.18994,0.458
222600,4,13.5526,-455.413,1.44132,0.471667
222700,4,10.5369,-453.106,4.83495,0.478571
222800,4,11.965,-454.621,1.68527,0.475
222900,3,10.1593,-454.311,1.73104,0.467778
223000,3,9.62024,-456.963,2.70749,0.472
223100,3,10.4854,-454.453,2.18656,0.44
223200,3,9.53687,-455.759,2.79359,0.415
223300,3,9.65185,-455.315,2.00282,0.413333
223400,3,11.2156,-458.727,2.15578,0.4275
223500,3,11.137,-457.682,0.866949,0.432
223600,3,12.484,-458.298,0.766761,0.433333
223700,3,12.1563,-455.597,1.39406,0.442857
223800,3,11.0059,-452.783,2.63338,0.4475
223900,3,13.0425,-457.865,1.68013,0.445556
224000,3,9.62878,-452.019,1.90869,0.443
224100,3,10.2124,-455.045,2.61298,0.41
224200,4,11.4235,-454.737,1.44401,0.42
224300,4,13.3217,-454.015,2.01608,0.393333
224400,3,11.2922,-454.338,2.93364,0.41
224500,3,11.1255,-453.892,3.24071,0.408
224600,4,15.5317,-450.985,1.33028,0.398333
224700,4,14.6413,-450.335,1.51901,0.397143
224800,3,11.7401,-455.16,1.60002,0.40625
224900,3,10.6488,-452.278,2.48307,0.406667
225000,3,10.1647,-453.269,1.11044,0.462857
225100,3,10.2735,-452.339,0.773946,0.39
225200,4,10.3153,-450.141,3.32904,0.4
225300,3,7.41112,-455.538,4.15805,0.436667
225400,3,12.6626,-457.967,0.986778,0.46
225500,3,11.1785,-460.129,1.27297,0.464
225600,3,10.9724,-459.207,2.69518,0.455
225700,3,10.9594,-457.507,1.87929,0.467143
225800,3,11.8773,-456.728,0.956106,0.46375
225900,3,12.3386,-457.09,1.06531,0.46
226000,3,7.2068,-453.907,1.48891,0.456
226100,3,7.41444,-453.847,2.52891,0.48
226200,3,7.88017,-453.805,3.01724,0.435
226300,3,8.42291,-453.121,2.53829,0.443333
226400,4,9.10422,-454.906,3.75882,0.4425
226500,4,2.85033,-451.727,1.9406,0.454
226600,4,7.86337,-451.24,0.734466,0.453333
226700,3,10.3821,-455.457,1.89849,0.451429
226800,3,10.2103,-452.812,2.01992,0.45375
226900,3,10.6263,-452.88,0.802838,0.451111
227000,3,10.9125,-457.08,2.61366,0.433667
227100,3,12.1693,-462.963,1.02644,0.42
227200,3,10.5699,-461.845,2.94123,0.46
227300,3,12.3715,-457.2,1.41607,0.466667
227400,3,11.5662,-457.726,1.98362,0.4325
227500,3,12.0693,-456.29,1.83656,0.424
227600,3,13.5906,-457.005,1.11976,0.431667
227700,3,13.4682,-457.217,1.15538,0.437143
227800,3,12.6201,-457.336,1.89914,0.44125
227900,3,13.4794,-457.608,2.09217,0.442222
228000,3,14.3078,-457.463,1.02665,0.446
228100,2,8.10542,-462.935,2.73933,0.48
228200,3,11.3005,-460.227,2.47681,0.465
228300,3,12.676,-461.323,1.1604,0.48
228400,2,9.07368,-463.171,0.997784,0.46
228500,2,9.01705,-463.192,1.45408,0.434
228600,2,7.90143,-461,1.18079,0.431667
228700,2,8.36334,-460.134,0.732864,0.434286
228800,2,5.4583,-462.462,2.14544,0.4275
228900,2,6.01641,-464.141,1.00832,0.437778
229000,2,7.40314,-463.05,1.40924,0.428
229100,2,7.0476,-468.39,2.99761,0.43
229200,2,7.59096,-463.356,2.5575,0.435
229300,3,9.53119,-463.13,3.02024,0.443333
229400,4,14.4372,-463.627,3.41554,0.465
229500,3,10.6075,-466.011,2.19441,0.486
229600,4,14.996,-466.916,1.03728,0.505
229700,5,17.4367,-470.957,1.02673,0.502857
229800,4,13.8595,-467.413,3.52139,0.50375
229900,4,16.3927,-470.799,1.66454,0.497778
230000,4,13.4219,-468.899,1.95996,0.502
230100,3,7.31577,-469.048,1.35109,0.46
230200,3,9.24267,-467.623,1.62236,0.43
230300,3,11.1403,-464.19,0.640263,0.446667
230400,3,10.0181,-462.946,2.57166,0.4625
230500,3,11.0822,-464.374,0.957054,0.45
230600,3,9.84355,-462.647,1.75738,0.455
230700,3,11.6453,-461.871,1.06811,0.452857
230800,3,10.2887,-463.391,2.0507,0.44
230900,3,10.8804,-463.057,1.58826,0.443333
231000,3,10.0163,-462.564,2.71068,0.447
231100,3,9.90419,-465.164,2.26139,0.41
231200,2,7.78463,-465.452,0.734757,0.385
231300,2,8.91646,-463.041,0.784094,0.38
231400,3,7.92212,-467.733,2.8761,0.395
231500,3,9.47162,-464.856,2.67414,0.398
231600,3,11.1562,-464.389,3.26333,0.415
231700,3,9.92429,-466.183,3.81764,0.425714
231800,3,10.6439,-466.959,1.662,0.4325
231900,2,6.87164,-464.649,3.72236,0.422222
232000,3,14.2887,-469.298,0.572532,0.458667
232100,3,14.6993,-466.376,0.748554,0.53
232200,3,9.78734,-466.874,2.57509,0.495
232300,4,15.2531,-464.916,2.25768,0.48
232400,4,14.3924,-466.324,1.18614,0.4775
232500,3,11.8529,-460.602,2.44709,0.474
232600,4,12.4115,-462.073,3.40077,0.483333
232700,4,13.9636,-460.083,4.18126,0.475714
232800,4,16.424,-460.156,1.22833,0.49
232900,3,13.3706,-460.48,1.4755,0.488889
233000,5,16.4599,-462.294,2.72813,0.459571
233100,4,13.2359,-460.007,3.00927,0.53
233200,4,15.427,-459.261,2.15638,0.52
233300,4,14.117,-465.012,2.92533,0.523333
233400,5,18.3381,-465.364,2.91698,0.505
233500,6,21.3081,-461.026,3.23335,0.492
233600,6,20.0034,-460.388,4.10273,0.481667
233700,6,18.4821,-460.059,3.71012,0.468571
233800,5,17.3412,-461.463,1.4862,0.465
233900,3,12.0291,-459.613,1.9722,0.475556
234000,4,13.1383,-462.676,1.73692,0.487
234100,3,11.1187,-462.495,1.94526,0.41
234200,3,13.7002,-465.774,0.984526,0.46
234300,3,11.9648,-462.002,0.7749,0.45
234400,3,9.78678,-463.439,1.94313,0.465
234500,4,10.7873,-461.444,2.55613,0.46
234600,3,10.2443,-462.87,1.93435,0.461667
234700,3,11.5644,-460.156,1.27443,0.461429
234800,3,11.6233,-459.726,2.01947,0.46375
234900,3,10.4517,-459.323,1.19109,0.46
235000,4,12.3802,-465.997,1.8177,0.462
235100,4,11.4542,-463.393,2.80224,0.55
235200,4,13.5661,-463.586,2.15616,0.53
235300,4,15.4074,-463.136,1.27715,0.506667
235400,6,19.628,-464.129,3.47009,0.465
235500,5,12.1113,-466.85,3.59266,0.494
235600,5,14.5392,-470.19,1.85202,0.486667
235700,5,13.2179,-468.191,2.47691,0.495714
235800,5,16.44,-463.705,1.96835,0.485
235900,5,16.2605,-465.26,2.48829,0.481111
236000,6,20.1764,-466.384,3.35646,0.479
236100,4,13.7846,-462.283,2.81967,0.48
236200,4,15.0035,-460.457,1.86669,0.455
236300,5,14.2204,-460.103,4.19449,0.476667
236400,5,17.5737,-458.328,2.82603,0.465
236500,5,15.2287,-457.697,4.99117,0.476
236600,6,17.7811,-454.566,5.97497,0.476667
236700,5,17.7568,-454.056,2.46126,0.482857
236800,5,16.6047,-456.206,2.45801,0.48125
236900,4,16.481,-456.766,0.664268,0.481111
237000,4,15.3715,-456.945,1.71626,0.476
237100,4,17.0313,-457.545,1.87636,0.53
237200,4,16.7267,-458.596,2.37615,0.51
237300,4,16.6116,-462.088,2.37615,0.506667
237400,4,14.2167,-461.295,2.28831,0.5125
237500,4,13.0616,-458.015,3.07842,0.496
237600,4,14.8878,-460.44,1.19492,0.501667
237700,4,13.8271,-456.941,2.71081,0.504286
237800,3,9.86983,-457.297,1.22673,0.49
237900,3,11.6186,-458.604,1.44196,0.483333
238000,4,15.1249,-455.46,1.66873,0.455833
238100,4,14.5538,-456.769,1.91882,0.52
238200,3,13.4299,-452.865,0.72316,0.49
238300,3,11.0919,-452.863,1.47165,0.466667
238400,3,12.7091,-453.887,0.807177,0.4675
238500,3,8.38641,-453.762,2.02679,0.47
238600,3,12.9911,-455.612,1.02064,0.451667
238700,3,11.9898,-454.223,2.18095,0.454286
238800,3,13.2775,-453.438,1.06543,0.4525
238900,3,10.6744,-457.11,0.939003,0.446667
239000,3,9.96424,-460.997,2.89874,0.455467
239100,4,13.8398,-457.73,2.60315,0.41
239200,4,9.39822,-454.277,3.06954,0.425
239300,4,13.2243,-459.027,3.55224,0.41
239400,4,13.8482,-457.194,2.56885,0.4225
239500,4,14.3697,-456.657,2.61841,0.432
239600,4,16.0572,-457.683,0.899163,0.448333
239700,3,9.47645,-452.539,4.80781,0.454286
239800,4,9.82495,-453.263,1.72173,0.45125
239900,4,12.009,-450.424,2.53732,0.456667
240000,3,12.0864,-458.613,1.81583,0.469667
240100,3,11.5051,-459.843,2.22903,0.38
240200,3,12.4548,-461.437,1.90185,0.37
240300,3,12.0781,-461.145,1.75216,0.403333
240400,4,8.64278,-460.854,3.58058,0.42
240500,5,10.5854,-457.55,4.376,0.444
240600,5,13.8088,-458.87,4.19873,0.453333
240700,5,16.801,-464.923,2.92475,0.447143
240800,5,18.5534,-462.77,1.96464,0.45
240900,4,15.5492,-459.717,1.84314,0.445556
241000,4,13.296,-462.105,4.54135,0.451
241100,4,16.3695,-459.72,2.17143,0.49
241200,5,17.5559,-459.706,2.55629,0.495
241300,5,18.8183,-459.845,2.01121,0.463333
241400,5,18.0415,-459.87,3.51691,0.4775
241500,5,20.4042,-459.609,2.17931,0.486
241600,3,12.1569,-459.342,1.54874,0.475
241700,3,11.6308,-457.586,1.6808,0.47
241800,3,12.1542,-460.699,1.71569,0.46875
241900,3,12.483,-459.747,1.12548,0.463333
242000,4,13.6271,-456.344,0.760612,0.445455
242100,4,12.9031,-455.994,3.26804,0.55
242200,4,14.4811,-458.978,1.94413,0.515
242300,3,10.1539,-456.328,1.26178,0.493333
242400,3,10.4515,-454.134,1.75364,0.4775
242500,3,10.3808,-457.207,1.03512,0.472
242600,3,10.2652,-457.631,1.47959,0.466667
242700,5,13.1432,-456.924,2.28292,0.458571
242800,5,10.8964,-455.868,3.35888,0.46125
242900,3,11.8912,-458.312,1.13879,0.446667
243000,4,14.3851,-456.583,2.14719,0.454
243100,4,15.7677,-455.561,2.14232,0.53
243200,4,12.026,-455.54,2.61196,0.505
243300,5,14.929,-455.843,2.85234,0.466667
243400,5,16.0702,-456.913,3.56866,0.45
243500,5,17.9676,-453.353,1.39616,0.462
243600,5,14.1444,-453.476,3.81331,0.463333
243700,5,16.0161,-453.55,2.33,0.462857
243800,5,14.2518,-456.801,4.75875,0.45875
243900,6,19.035,-456.521,3.36741,0.462222
244000,5,19.0026,-454.323,1.16504,0.459
244100,5,17.1694,-453.76,3.63032,0.42
244200,5,15.6236,-451.996,4.96878,0.48
244300,5,17.7945,-451.153,1.53743,0.506667
244400,5,17.4583,-449.835,2.5661,0.5275
244500,5,17.8405,-452.719,1.66188,0.524
244600,5,17.8319,-453.176,1.89864,0.526667
244700,5,18.201,-452.761,1.79268,0.514286
244800,5,16.9109,-457.481,1.95809,0.51875
244900,5,14.9752,-455.312,1.65788,0.516667
245000,5,12.6145,-455.565,3.47799,0.519
245100,5,12.9899,-455.761,2.87181,0.48
245200,5,13.0652,-458.371,2.39837,0.5
245300,5,12.8428,-459.408,2.80891,0.49
245400,5,15.5986,-457.808,4.52294,0.485
245500,5,17.752,-456.706,3.48889,0.494
245600,6,20.3112,-455.779,2.84669,0.491667
245700,6,20.0375,-454.904,2.84669,0.481429
245800,4,16.6521,-454.091,0.485652,0.47125
245900,4,15.281,-451.578,1.96373,0.477778
246000,4,15.4105,-452.199,2.20255,0.48
246100,4,14.4528,-453.402,3.15253,0.51
246200,5,19.5185,-453.021,0.941704,0.45
246300,6,16.5615,-451.19,5.09632,0.496667
246400,6,16.0999,-452.015,2.19024,0.485
246500,6,16.053,-461.096,3.16375,0.482
246600,6,17.6028,-453.233,2.22329,0.486667
246700,6,15.5634,-451.062,3.99474,0.472857
246800,7,13.9489,-456.877,5.55885,0.47
246900,7,18.6255,-452.778,3.26727,0.478889
247000,7,15.3177,-456.155,8.2148,0.475
247100,5,14.9715,-453.131,2.54745,0.42
247200,5,15.7672,-452.567,5.03658,0.415
247300,4,15.7792,-457.473,1.25846,0.436667
247400,4,15.7325,-457.294,2.3882,0.4575
247500,4,15.5698,-460.538,1.45528,0.476
247600,4,14.4017,-459.856,2.97215,0.496667
247700,4,13.3574,-463.075,3.26829,0.49
247800,5,15.4355,-462.85,2.33533,0.5
247900,4,13.0318,-456.915,2.59051,0.492222
248000,4,12.4837,-455.315,1.98219,0.49
248100,5,18.5873,-457.139,1.27894,0.48
248200,4,12.2283,-454.654,4.88226,0.45
248300,4,13.0619,-454.916,4.30368,0.47
248400,4,9.92366,-455.253,5.69565,0.46
248500,4,14.0385,-454.582,1.51683,0.444
248600,4,10.9329,-459.169,3.82985,0.436667
248700,4,11.5452,-458.443,1.664,0.428571
248800,3,11.2597,-457.946,0.719503,0.42
248900,3,8.68841,-462.468,3.56713,0.424444
249000,3,12.7826,-455.733,1.50597,0.460182
249100,3,13.016,-456.558,1.6699,0.43
249200,3,12.7797,-455.781,1.48986,0.465
249300,3,14.2286,-456.455,0.680015,0.473333
249400,3,13.7778,-459.772,1.26635,0.4825
249500,3,9.98327,-457.346,1.51928,0.48
249600,3,10.5688,-456.307,1.51712,0.48
249700,3,11.1681,-456.834,3.61799,0.492857
249800,3,12.3876,-459.894,2.28474,0.4925
249900,3,13.5435,-457.29,1.17639,0.486667
250000,4,7.62274,-459.076,5.28074,0.487
250100,4,12.597,-457.317,1.11435,0.44
250200,4,10.6253,-458.487,3.69239,0.45
250300,3,10.4076,-457.225,3.22738,0.47
250400,3,14.542,-458.312,0.72666,0.4725
250500,3,12.7805,-461.568,2.14934,0.47
250600,3,11.732,-458.316,2.05578,0.478333
250700,3,11.821,-456.799,1.69548,0.461429
250800,3,10.9627,-458.845,1.03323,0.455
250900,3,11.7276,-461.237,3.00476,0.444444
251000,4,15.5944,-459.543,3.20027,0.446
251100,4,15.8496,-463.475,3.05089,0.41
251200,4,15.2951,-463.949,2.1509,0.37
251300,4,11.1903,-459.047,2.32381,0.39
251400,4,11.286,-458.935,2.18835,0.3775
251500,4,13.9978,-457.481,2.16489,0.392
251600,4,11.6779,-458.645,2.13779,0.415
251700,4,14.175,-461.474,1.79101,0.418571
251800,4,11.1792,-458.807,5.24033,0.41875
251900,4,15.7731,-461.084,1.64818,0.414444
252000,4,15.3471,-457.978,2.2881,0.421
252100,3,12.0464,-456.077,2.11398,0.44
252200,3,8.71336,-456.599,5.40857,0.405
252300,3,11.7045,-454.267,2.52049,0.43
252400,3,12.182,-452.968,2.17954,0.43
252500,3,8.54758,-455.181,6.21924,0.414
252600,3,8.7478,-456.636,2.70703,0.42
252700,3,10.7128,-453.956,3.79615,0.428571
252800,3,13.4476,-454.729,0.853883,0.4375
252900,3,9.57442,-452.764,5.11168,0.426667
253000,3,11.0839,-454.575,3.31879,0.428
253100,3,11.2239,-460.61,2.65067,0.38
253200,3,11.8748,-461.164,1.83709,0.395
253300,3,11.0771,-462.877,1.32799,0.396667
253400,3,10.5234,-461.067,2.16266,0.395
253500,3,11.0888,-462.487,1.64071,0.376
253600,3,10.7132,-459.893,2.1972,0.385
253700,3,11.024,-458.675,2.06488,0.381429
253800,4,11.0299,-458.521,3.91558,0.39
253900,5,17.6506,-457.12,1.42565,0.4
254000,2,9.9374,-470.473,1.28672,0.444667
254100,3,9.24758,-462.217,4.01273,0.46
254200,4,7.11716,-465.671,4.83897,0.455
254300,4,10.2135,-466.887,1.7566,0.44
254400,4,9.05992,-466.706,3.5767,0.455
254500,4,8.66028,-467.304,2.43787,0.454
254600,4,4.5535,-469.327,5.78588,0.441667
254700,4,12.4846,-464.134,3.10375,0.451429
254800,3,9.09663,-463.651,1.8349,0.44625
254900,4,9.19396,-469.993,2.69831,0.445556
255000,5,10.8809,-468.692,2.10582,0.446
255100,4,13.6714,-468.915,0.767156,0.45
255200,4,13.7009,-461.572,1.43925,0.455
255300,3,11.2754,-461.849,1.54065,0.426667
255400,3,11.6676,-461.648,2.25554,0.415
255500,4,11.0539,-462.924,3.86459,0.418
255600,4,10.5185,-461.939,2.42416,0.426667
255700,4,12.3268,-459.815,1.3238,0.412857
255800,3,11.7302,-459.89,1.03713,0.4175
255900,3,9.133,-463.499,4.09755,0.417778
256000,3,10.8306,-462.683,2.12798,0.43
256100,3,11.8635,-461.949,2.55317,0.46
256200,3,11.0691,-463.429,2.5262,0.46
256300,3,12.1137,-463.244,3.32347,0.45
256400,2,10.2467,-468.587,1.00039,0.455
256500,2,8.70885,-468.055,3.09675,0.454
256600,2,9.65412,-466.324,1.58933,0.433333
256700,2,9.782,-465.17,1.54121,0.432857
256800,2,7.22114,-466.843,2.88576,0.43
256900,2,9.97151,-467.243,0.137956,0.428889
257000,3,11.8409,-454.485,2.44668,0.439778
257100,3,11.1341,-453.797,1.62607,0.46
257200,3,9.71799,-454.977,3.12648,0.425
257300,3,11.134,-453.887,2.75517,0.45
257400,3,11.6647,-454.793,1.33703,0.4325
257500,3,11.9834,-454.832,1.09585,0.434
257600,3,12.8761,-456.497,0.414504,0.44
257700,3,12.3934,-456.011,2.19897,0.445714
257800,3,13.7034,-457.652,0.722302,0.4475
257900,3,11.9692,-453.281,3.4198,0.453333
258000,3,12.8205,-454.506,2.01891,0.459
258100,3,12.3042,-457.35,2.07093,0.44
258200,3,11.7443,-459.936,3.35295,0.44
258300,3,9.57808,-459.558,4.86386,0.423333
258400,3,13.0408,-460.438,0.690327,0.4425
258500,3,12.3702,-459.974,1.98457,0.452
258600,3,12.4814,-461.084,1.45136,0.45
258700,3,12.8669,-458.659,1.57779,0.455714
258800,3,10.8143,-457.064,1.8829,0.47375
258900,4,13.7505,-457.548,1.29211,0.475556
259000,3,9.91866,-459.188,3.018,0.467
259100,3,12.4988,-459.014,0.878449,0.48
259200,3,11.4045,-456.367,1.90356,0.47
259300,3,10.2218,-459.144,2.52192,0.45
259400,4,13.666,-460.039,2.80591,0.4475
259500,4,12.8135,-457.512,1.66067,0.442
259600,4,12.3169,-453.878,1.78104,0.441667
259700,4,14.98,-455.408,1.73472,0.438571
259800,3,10.5443,-457.458,3.33504,0.43625
259900,4,15.2384,-454.607,1.75673,0.425556
260000,4,14.948,-454.292,1.78902,0.434
260100,4,13.6341,-453.018,4.60464,0.42
260200,3,13.6126,-452.173,2.2167,0.47
260300,4,15.8129,-452.808,2.95305,0.45
260400,3,11.7017,-452.096,3.18418,0.4725
260500,4,13.2935,-454.34,0.974536,0.472
260600,5,9.23594,-452.173,3.71839,0.488333
260700,4,13.5011,-454.989,2.092,0.477143
260800,4,16.1269,-454.735,1.64217,0.475
260900,4,13.4418,-454.531,2.53917,0.476667
261000,4,11.4428,-454.513,2.72548,0.478
261100,4,12.575,-456.13,1.36543,0.55
261200,4,12.1892,-453.662,3.30907,0.52
261300,4,14.7716,-453.547,2.08002,0.52
261400,4,16.9839,-452.326,1.33647,0.5
261500,4,15.0902,-453.428,2.84466,0.51
261600,4,11.8216,-455.648,4.90755,0.51
261700,5,15.6419,-451.805,3.82457,0.512857
261800,5,14.366,-454.755,2.56145,0.515
261900,5,11.3702,-457.371,6.39675,0.515556
262000,5,18.8396,-455.928,2.72071,0.519
262100,5,17.794,-457.082,2.81269,0.45
262200,4,10.7657,-452.071,3.24577,0.475
262300,4,11.4984,-450.921,2.00574,0.446667
262400,4,12.2607,-455.214,2.42905,0.435
262500,4,9.84656,-460.17,3.66633,0.44
262600,4,11.2761,-455.963,3.84325,0.438333
262700,4,13.0648,-457.147,1.94075,0.431429
262800,4,8.41217,-459.956,5.13363,0.4425
262900,5,8.63748,-454.228,3.65196,0.462222
263000,2,7.27755,-461.764,2.08042,0.425429
263100,2,10.2143,-461.914,1.00208,0.41
263200,3,9.81504,-458.877,3.42578,0.43
263300,3,12.2822,-460.303,1.65748,0.45
263400,4,13.5683,-457.198,3.3422,0.4625
263500,4,13.2988,-458.891,2.66964,0.462
263600,4,12.4396,-460.075,3.50163,0.455
263700,3,9.16177,-466.454,2.3362,0.458571
263800,3,9.76657,-463.549,2.5988,0.45125
263900,3,6.32081,-462.716,3.70801,0.451111
264000,2,8.54678,-464.296,1.381,0.446
264100,2,8.41404,-463.266,1.68375,0.4
264200,2,8.48855,-460.694,0.276128,0.385
264300,2,8.80412,-466.688,1.05029,0.416667
264400,2,7.18512,-462.703,2.19189,0.4225
264500,2,8.31123,-461.808,1.31542,0.438
264600,2,9.05887,-463.312,0.552085,0.456667
264700,2,10.7788,-463.243,0.910756,0.462857
264800,2,10.8013,-463.849,0.484796,0.46125
264900,2,7.90428,-460.793,1.82518,0.452222
265000,2,8.67891,-460.747,0.160493,0.447
265100,2,7.41318,-460.493,1.54802,0.38
265200,2,7.3185,-459.015,2.99367,0.43
265300,2,9.18271,-460.284,1.50394,0.453333
265400,2,8.88862,-460.378,1.49119,0.475
265500,2,6.90558,-459.963,1.77495,0.488
265600,2,8.99036,-462.648,1.16858,0.47
265700,2,10.1688,-460.831,1.0981,0.46
265800,3,13.6765,-462.707,1.10573,0.45875
265900,2,10.6001,-459.528,0.789945,0.467778
266000,4,12.7842,-453.297,1.54052,0.4565
266100,4,11.4896,-455.234,2.49349,0.36
266200,3,9.25672,-459.276,1.35998,0.41
266300,3,9.79931,-452.811,1.21122,0.4
266400,3,8.20229,-457.908,2.54878,0.3875
266500,3,8.96426,-457.96,1.97499,0.396
266600,3,9.6293,-459.02,0.819323,0.4
266700,3,9.71906,-454.363,3.12057,0.395714
266800,3,10.378,-453.174,3.34049,0.39375
266900,4,16.1064,-457.503,1.36899,0.398889
